ind_id,gender,car_owner,propert_owner,children,annual_income,type_income,education,marital_status,housing_type,work_phone,phone,email_id,family_members,work_experience,age,label
5050793,F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,0,0,0,2,19.0,59.0,0
5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,5.0,26.0,0
5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,5.0,26.0,0
5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,52.0,0
5050973,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2,21.0,44.0,0
5050975,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2,21.0,44.0,0
5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,4.0,30.0,0
5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,3,10.0,29.0,0
5051050,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,6.0,62.0,0
5051061,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,4,4.0,33.0,0
5051097,F,N,N,0,69750.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0,1,0,1,-0.0,61.0,0
5051120,M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,0,0,0,2,14.0,35.0,0
5051156,M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,2,6.0,38.0,0
5051160,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,3.0,27.0,1
5051161,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,3.0,27.0,1
5051180,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,3,6.0,36.0,0
5051187,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,3.0,34.0,0
5051240,F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,-0.0,64.0,0
5052606,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,1,5.0,52.0,0
5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,3,6.0,44.0,0
5052622,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,3,6.0,44.0,0
5052659,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2,2.0,29.0,1
5052661,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2,2.0,29.0,1
5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,1,0,3,23.0,43.0,0
5052722,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,60.0,0
5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,4.0,38.0,0
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,4,2.0,29.0,0
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,4.0,29.0,0
5052762,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,1,1,3.0,33.0,0
5052806,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,7.0,53.0,0
5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,13.0,48.0,0
5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,2,10.0,38.0,0
5052877,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,10.0,50.0,1
5052879,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,10.0,50.0,1
5052882,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,10.0,50.0,1
5052883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,10.0,50.0,0
5052952,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,-0.0,67.0,0
5052963,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,8.0,28.0,0
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,1,1,0,2,5.0,26.0,0
5053032,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,57.0,0
5053089,F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,2.0,52.0,0
5053114,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,66.0,0
5053117,M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3,4.0,38.0,0
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,3,1.0,34.0,0
5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,66.0,0
5053156,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,66.0,0
5053173,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,7.0,46.0,0
5053182,M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,67.0,0
5053254,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,2,6.0,52.0,1
5053293,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,-0.0,56.0,0
5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,1.0,51.0,0
5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,2,27.0,45.0,0
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,6.0,51.0,0
5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,7.0,41.0,0
5053535,F,N,Y,0,216000.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,1,-0.0,56.0,0
5053592,F,N,Y,1,117000.0,Working,Lower secondary,Widow,House / apartment,0,1,0,2,9.0,49.0,0
5053610,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,11.0,57.0,0
5053636,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,1,-0.0,61.0,0
5053637,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,1,-0.0,61.0,0
5053642,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,2,5.0,56.0,0
5053646,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,2,5.0,56.0,0
5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,4.0,34.0,0
5053711,F,Y,N,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,1,4,4.0,36.0,0
5053744,F,N,Y,0,360000.0,State servant,Higher education,Married,House / apartment,0,1,0,2,9.0,45.0,0
5053790,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,2,8.0,46.0,0
5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,6.0,32.0,0
5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,2,7.0,40.0,0
5053941,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,-0.0,58.0,0
5053980,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,1,0,0,2,9.0,34.0,0
5054058,F,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,0,1,0,3,13.0,42.0,0
5054063,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,4.0,45.0,1
5054064,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,4.0,45.0,0
5054068,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,1,4.0,45.0,1
5054079,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,16.0,47.0,0
5054097,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,0,0,0,4,2.0,33.0,0
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,0,0,0,4,2.0,33.0,0
5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,1,-0.0,59.0,0
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,2.0,32.0,0
5054228,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,4,1.0,32.0,0
5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,21.0,39.0,0
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,3.0,28.0,0
5054343,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,3.0,57.0,0
5054348,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,2.0,34.0,0
5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,-0.0,57.0,0
5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,1,11.0,39.0,0
5054407,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,1,0,0,2,14.0,36.0,0
5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,1,0,0,2,14.0,36.0,0
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,0,0,0,2,4.0,50.0,0
5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,3,6.0,52.0,0
5054496,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,0,0,0,1,4.0,34.0,0
5054522,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,3,7.0,28.0,0
5054524,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,23.0,46.0,1
5054525,F,N,N,2,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,4,23.0,46.0,1
5054625,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,61.0,0
5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,61.0,0
5054648,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,-0.0,67.0,0
5054697,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,0,0,0,2,19.0,46.0,0
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,0,0,0,2,19.0,44.0,0
5054733,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,5.0,31.0,0
5054775,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,5.0,59.0,0
5056077,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,5.0,34.0,0
5056149,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,41.0,65.0,0
5056179,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,1.0,27.0,0
5056237,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,14.0,35.0,0
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,3,6.0,49.0,0
5058271,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,12.0,54.0,0
5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,2,10.0,41.0,0
5058286,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,2,10.0,41.0,0
5058345,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,1,-0.0,68.0,1
5058348,F,N,Y,0,157500.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,1,-0.0,68.0,1
5058350,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,1,-0.0,68.0,1
5058352,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,0,0,0,1,-0.0,68.0,1
5058366,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,1,-0.0,56.0,0
5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,1.0,48.0,0
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,0,0,0,2,8.0,36.0,0
5058408,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,0,0,0,2,8.0,36.0,0
5058509,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,63.0,0
5058530,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,1,2.0,26.0,1
5058531,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,1,2.0,26.0,1
5058532,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,1,2.0,45.0,1
5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,2,9.0,41.0,0
5061135,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,0,0,0,4,17.0,39.0,0
5061139,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,59.0,0
5061145,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,59.0,0
5061161,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,5,11.0,37.0,0
5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,15,5.0,49.0,0
5061246,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,0,0,0,2,5.0,26.0,0
5061253,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,0,0,0,2,5.0,26.0,0
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,0,0,0,3,5.0,42.0,0
5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,67.0,0
5061360,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,58.0,1
5061396,M,N,Y,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,2,-0.0,65.0,1
5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,3,7.0,27.0,0
5061500,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,3,26.0,44.0,0
5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,3,3.0,32.0,0
5061636,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,1,0,2,-0.0,60.0,1
5061691,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,3,5.0,25.0,1
5061724,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,0,0,0,1,-0.0,67.0,0
5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,-0.0,64.0,0
5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,0,0,1,3,2.0,31.0,0
5061773,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,1,-0.0,58.0,0
5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,62.0,0
5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,0,0,1,3,10.0,47.0,0
5062011,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,7.0,32.0,0
5062016,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,7.0,32.0,0
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,0,1,1,1,2.0,27.0,0
5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,59.0,0
5062095,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,5.0,28.0,0
5062106,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,10.0,53.0,0
5062131,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,61.0,0
5062136,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2,1.0,36.0,1
5062137,M,N,Y,1,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2,1.0,36.0,1
5062205,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,2,4.0,48.0,0
5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,4,4.0,37.0,0
5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,2,3.0,23.0,0
5062294,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,0,0,1,2,7.0,49.0,0
5062296,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,0,0,0,1,-0.0,56.0,0
5062334,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,0,0,0,2,3.0,25.0,0
5062362,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,57.0,0
5062407,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,-0.0,66.0,0
5062525,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,0,1,0,3,7.0,38.0,0
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,1,5,7.0,34.0,0
5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,0,0,1,3,1.0,25.0,0
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,3,13.0,41.0,0
5062688,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,1,2,3.0,56.0,0
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,11.0,40.0,0
5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,4.0,42.0,0
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,0,0,0,3,7.0,37.0,0
5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,0,1,0,2,6.0,27.0,0
5065342,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,-0.0,62.0,0
5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,2,11.0,42.0,1
5065363,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,0,1,0,2,5.0,29.0,0
5065462,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,5.0,53.0,1
5065477,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,1.0,38.0,0
5065518,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,0,0,0,3,8.0,27.0,1
5065571,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,5.0,50.0,0
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,2,4.0,58.0,0
5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,65.0,0
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,13.0,32.0,0
5065704,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,-0.0,48.0,0
5065705,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,-0.0,48.0,0
5065723,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3,24.0,44.0,0
5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,2.0,41.0,0
5065764,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,2.0,41.0,0
5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,63.0,0
5065808,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,1,1,0,3,3.0,44.0,0
5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,7.0,45.0,0
5066458,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,1,4.0,44.0,0
5066465,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,1,4.0,45.0,0
5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,22.0,49.0,0
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,1,0,1,2,2.0,23.0,0
5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,3,6.0,41.0,0
5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,2,1.0,52.0,0
5066627,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,2.0,45.0,0
5066689,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,1,1,2,1.0,36.0,0
5066709,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,68.0,0
5066765,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,9.0,40.0,0
5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,0,0,1,2,12.0,46.0,0
5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,2,-0.0,60.0,0
5066843,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,47.0,0
5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,3.0,28.0,0
5066879,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,5.0,38.0,0
5066915,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,0,0,0,2,5.0,31.0,0
5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,33.0,52.0,0
5067006,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3,15.0,56.0,0
5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,2.0,28.0,0
5067019,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,3,4.0,47.0,0
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,3,4.0,47.0,0
5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,13.0,38.0,0
5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,1,13.0,46.0,0
5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,4,1.0,39.0,0
5067182,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,0,0,2,3.0,32.0,0
5067187,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,0,0,2,3.0,32.0,0
5067203,M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,3,4.0,35.0,0
5067242,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,20.0,47.0,0
5067259,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,2,-0.0,58.0,0
5067262,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,5.0,55.0,0
5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3,8.0,37.0,0
5067299,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,1,1,4.0,26.0,0
5067312,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,63.0,0
5067345,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,2,3.0,46.0,0
5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,64.0,0
5067444,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,63.0,0
5067506,M,N,Y,0,180000.0,Working,Lower secondary,Civil marriage,House / apartment,0,0,0,2,6.0,36.0,0
5067542,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,8.0,58.0,0
5067638,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,-0.0,63.0,0
5067643,F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,55.0,0
5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,0,0,1,2,4.0,48.0,0
5067696,M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,0,1,0,2,13.0,53.0,0
5067723,F,N,Y,1,337500.0,Working,Academic degree,Single / not married,House / apartment,0,0,0,2,8.0,35.0,0
5067729,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,3,8.0,29.0,0
5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,3,8.0,29.0,0
5067767,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,15.0,64.0,0
5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,0,0,1,2,2.0,59.0,0
5067849,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,2.0,41.0,0
